"forum" "title" "thread.id" "timestamp" "user.id" "text" "text.id"
"27" "Personal Finance & Money" "4" "71234" "1475385582" "mkennedy" "Should she seek legal advice before she makes this decision, and is her would-be husband pressuring her for the wrong reasons?" "27"
"28" "Personal Finance & Money" "5" "71295" "1475367285" "Chris W. Rea" "I'm new here." "28"
"29" "Personal Finance & Money" "5" "71295" "1475367285" "Chris W. Rea" "I'm 30 and very interested in getting started with an index fund, but I need some guidance about some things that I can't seem to find the answers to." "29"
"30" "Personal Finance & Money" "5" "71295" "1475367285" "Chris W. Rea" "Is there a way to roughly calculate how much profit I will have earned over a given number of years?" "30"
"31" "Personal Finance & Money" "5" "71295" "1475367285" "Chris W. Rea" "Will I make more if I continue to invest more money into a index fund each year, as in investing the dividends and add more straight cash?" "31"
"32" "Personal Finance & Money" "5" "71295" "1475367285" "Chris W. Rea" "How does that work from a profit stand point?" "32"
"33" "Personal Finance & Money" "5" "71295" "1475367285" "Chris W. Rea" "How will I know each year how much I have made?" "33"
"34" "Personal Finance & Money" "5" "71295" "1475367285" "Chris W. Rea" "Is there a yearly report?" "34"
"35" "Personal Finance & Money" "5" "71295" "1475367285" "Chris W. Rea" "Do I need to pay yearly taxes on the index fund?" "35"
"36" "Personal Finance & Money" "5" "71295" "1475367285" "Chris W. Rea" "How do I fill it?" "36"
"37" "Personal Finance & Money" "5" "71295" "1475367285" "Chris W. Rea" "Is there a penalty from withdrawing from an index fund before age 65 like with a 401k?" "37"
"38" "Personal Finance & Money" "6" "71300" "1475367422" "Chris W. Rea" "My wife received a notice from the IRS indicating they contest the amount specified on line 64 (\"Federal income tax withheld from Forms W-2 and 1099\") of her 1040." "38"
"39" "Personal Finance & Money" "7" "71299" "1475367372" "Chris W. Rea" "Background:" "39"
"40" "Personal Finance & Money" "8" "71292" "1475367206" "Chris W. Rea" "It is my understanding that the owner of an LLC can elect for its profits to be taxed only when distributed  (i.e., only the LLC's dividends are taxed), up to a fairly large cap on retained earnings: something like 180,000." "40"
"41" "Personal Finance & Money" "9" "71297" "1475358586" "Aganju" "The tax-free contributions to an HSA are limited, but any interest/gain made by investments in it is not taxable." "41"
"42" "Personal Finance & Money" "9" "71297" "1475358586" "Aganju" "Is it legal to use the HSA as an investment vehicle to get effectively tax-free interest?" "42"
"43" "Personal Finance & Money" "9" "71297" "1475358586" "Aganju" "Let's assume I have already contributed the maximum allowed to my HSA for year X." "43"
"44" "Personal Finance & Money" "9" "71297" "1475358586" "Aganju" "I have 10 k$ cash available." "44"
"45" "Personal Finance & Money" "9" "71297" "1475358586" "Aganju" "I 'contribute' those 10 k$ to my HSA on Jan/2/X, and move it into some investments." "45"
"46" "Personal Finance & Money" "9" "71297" "1475358586" "Aganju" "Let's further assume on Dec/30/X it has grown to 12 k$." "46"
"47" "Personal Finance & Money" "9" "71297" "1475358586" "Aganju" "On Dec/30/X, I take the original 10 k$ back out of the HSA, and thereby stay within the contribution limits." "47"
"48" "Personal Finance & Money" "9" "71297" "1475358586" "Aganju" "But I managed to make 2 k$ of interest/gains tax-free (yes, they are locked inside the HSA, and can only be used for, etc., but still, it's 2 k$ tax-free )" "48"
"49" "Personal Finance & Money" "9" "71297" "1475358586" "Aganju" "It seems like a useful method for certain circumstances." "49"
"50" "Personal Finance & Money" "9" "71297" "1475358586" "Aganju" "Would that be legal?" "50"
"51" "Personal Finance & Money" "10" "71267" "1475347780" "" "Suppose I buy equity in an Indian online brokerage on delivery basis (not day trading), intending to hold the equity for extended periods of time." "51"
"52" "Personal Finance & Money" "10" "71267" "1475347780" "" "What is the benefit of asking and paying extra for a contract note?" "52"
"53" "Personal Finance & Money" "10" "71267" "1475347780" "" "Do I run a huge risk if I don't opt for contract notes?" "53"
"54" "Personal Finance & Money" "10" "71267" "1475347780" "" "EDIT:" "54"
"55" "Personal Finance & Money" "10" "71267" "1475347780" "" "A description of a contract note here." "55"
"56" "Personal Finance & Money" "10" "71267" "1475347780" "" "An example of a broker offering it here." "56"
"57" "Personal Finance & Money" "11" "71291" "1475348815" "Stefan Müller" "I have to do a tax declaration for a small society (Eingetragener Verein, gemeinnützig) in Germany." "57"
"58" "Personal Finance & Money" "12" "71289" "1475345792" "PRASHANT" "i am a learner in technical field from india, i had a doubt what to do when a pattern is formed and next day you see a bad news world wide and the stocks moves in a reverse direction but again returns back to the previous direction the day after what to do" "58"
"59" "Personal Finance & Money" "13" "71288" "1475345143" "Macro Man" "I'm looking to get on the property ladder as soon as possible but due to being the sole earner in our household and having a family I can't put away as much as I would like." "59"
"60" "Personal Finance & Money" "14" "71279" "1475306263" "" "I have $50k+ in my personal (taxable) and $50k+ in my retirement accounts." "60"
"61" "Personal Finance & Money" "14" "71279" "1475306263" "" "If I am conservative - I use a CapitalOne360 savings account (that in Sep 2016 yields 0.75%)." "61"
"62" "Personal Finance & Money" "14" "71279" "1475306263" "" "For my cash in IRA (traditional and Roth) and also in my brokerage (e.g., Fidelity), how can I achieve a similar product (that has a fixed interest) and can not \"break the buck\"." "62"
"63" "Personal Finance & Money" "14" "71279" "1475306263" "" "I would want Brokerage supplied CD or some \"savings account\" that would yield 50% of my saving account (so let's say 0.43%; I am willing to lose some profit in exchange for product for \"busy parent\") and have no downside risk." "63"
"64" "Personal Finance & Money" "14" "71279" "1475306263" "" "I don't have time to wait for CD offers and manage CDs bought on the 'brokerage CD market'." "64"
"65" "Personal Finance & Money" "14" "71279" "1475306263" "" "Why a broker can't provide a product like an online savings account?" "65"
"66" "Personal Finance & Money" "14" "71279" "1475306263" "" "(Is it because banks need basic capital and are willing to pay premium rates for that and brokerage is not that desperate for people's money?)" "66"
"67" "Personal Finance & Money" "14" "71279" "1475306263" "" "(Also, I don't want a bond fund; I think bond funds can go down - and I want a product that would never lose money (like a bank savings account).)" "67"
"68" "Personal Finance & Money" "14" "71279" "1475306263" "" "also current money market funds (e.g., FDRXX) yield now where near 0.75%." "68"
"69" "Personal Finance & Money" "14" "71279" "1475306263" "" "More like 0.05% !! :-(" "69"
"70" "Personal Finance & Money" "15" "71277" "1475296043" "Ben Nelson" "Is there a easy way to automatically (ie." "70"
"71" "Personal Finance & Money" "15" "71277" "1475296043" "Ben Nelson" "through an API or something, not through just reading a prospectus) get information about an ETF's underlying securities?" "71"
"72" "Personal Finance & Money" "15" "71277" "1475296043" "Ben Nelson" "I'd like to write an application that aggregates some ETF's based on what securities I'd like but I don't know how to find what stocks and other things are in these funds." "72"
"73" "Personal Finance & Money" "16" "71272" "1475280806" "kristopolous" "Say a stock is selling at about $50.00 and I have say, 1,000 shares." "73"
"74" "Personal Finance & Money" "16" "71272" "1475280806" "kristopolous" "Now pretend I want to tank the price, in your experience, can selloffs be triggered by say, selling the 1,000 shares at say, $5.00 each and eating the loss." "74"
"75" "Personal Finance & Money" "16" "71272" "1475280806" "kristopolous" "The theory behind this would be computer programs looks for buy/hold/sell signals and seeing some high signals that say \"sell\"." "75"
"76" "Personal Finance & Money" "16" "71272" "1475280806" "kristopolous" "What if I sell the 1,000 shares in say, 8-12 share increments spaced about 20 seconds apart at +/- 20% of the $5 to make it look like a new normal?" "76"
"77" "Personal Finance & Money" "17" "71270" "1475287578" "" "I understand the lender chooses who performs their appraisal and I cannot shop around for this, but I want to know that they aren't inflating the charge." "77"
"78" "Personal Finance & Money" "17" "71270" "1475287578" "" "Is this reasonable?" "78"
"79" "Personal Finance & Money" "17" "71270" "1475287578" "" "How should I word the request for the appraisal company's invoice?" "79"
"80" "Personal Finance & Money" "18" "71269" "1475280325" "Ben Miller" "I'm using historical stock data, and I am wondering if I need to account for dividends, splits, and corporate actions during a trading day?" "80"
"81" "Personal Finance & Money" "18" "71269" "1475280325" "Ben Miller" "I know that they often occur at the end of the day, and an adjusted close price would reflect that." "81"
"82" "Personal Finance & Money" "18" "71269" "1475280325" "Ben Miller" "Basically, can I interpret intraday data literally?" "82"
"83" "Personal Finance & Money" "18" "71269" "1475280325" "Ben Miller" "Second, is the market opening price always equal to the adjusted close of the previous trading day?" "83"
"84" "Personal Finance & Money" "18" "71269" "1475280325" "Ben Miller" "Third, Using Yahoo Finance APIs, I am able to obtain dividend and split info via http://ichart.finance.yahoo.com/x?s=GOOG&g=v." "84"
"85" "Personal Finance & Money" "18" "71269" "1475280325" "Ben Miller" "Is there a way to tell whether a dividend was a stock dividend or a cash dividend?" "85"
"86" "Personal Finance & Money" "10" "71267" "1475347780" "" "Suppose I buy equity in an Indian online brokerage on delivery basis (not day trading), intending to hold the equity for extended periods of time." "86"
"87" "Personal Finance & Money" "10" "71267" "1475347780" "" "What is the benefit of asking and paying extra for a contract note?" "87"
"88" "Personal Finance & Money" "10" "71267" "1475347780" "" "Do I run a huge risk if I don't opt for contract notes?" "88"
"89" "Personal Finance & Money" "10" "71267" "1475347780" "" "EDIT:" "89"
"90" "Personal Finance & Money" "10" "71267" "1475347780" "" "A description of a contract note here." "90"
"91" "Personal Finance & Money" "10" "71267" "1475347780" "" "An example of a broker offering it here." "91"
"92" "Personal Finance & Money" "19" "71264" "1475275240" "Mossi" "I have 2 questions with regards to waiving fees:" "92"
"93" "Personal Finance & Money" "20" "71263" "1475274296" "vishvAs vAsuki" "Can I have brokerage and DEMAT accounts in two separate institutions - or do they have to be in the same institutions?" "93"
"94" "Personal Finance & Money" "20" "71263" "1475274296" "vishvAs vAsuki" "For example, can I have a brokerage account at zerodha.com and a DEMAT account elsewhere?" "94"
"95" "Personal Finance & Money" "21" "71261" "1475271031" "Al jabra" "I asked a friend who works at a hedge fund about what is the biggest threat facing the asset management industry." "95"
"96" "Personal Finance & Money" "21" "71261" "1475271031" "Al jabra" "He gave me a list of bullet points and one bullet point said" "96"
"97" "Personal Finance & Money" "21" "71261" "1475271031" "Al jabra" "\"Increase in correlation having a negative impact on ability to generate alpha\"" "97"
"98" "Personal Finance & Money" "21" "71261" "1475271031" "Al jabra" "What does this mean?" "98"
"99" "Personal Finance & Money" "22" "71256" "1475263152" "Nate Eldredge" "For Pharmaceutical companies, they will suddenly post news releases about some trial result or a drug rejection by the government." "99"
"100" "Personal Finance & Money" "23" "71252" "1475255013" "sir_thursday" "As part of an offer I received, the company gives me a stock award in the following manner." "100"
"101" "Personal Finance & Money" "23" "71252" "1475255013" "sir_thursday" "The number of shares received is equal to some number $XXX (specified in my offer letter) divided by the closing stock price on a future date." "101"
"102" "Personal Finance & Money" "23" "71252" "1475255013" "sir_thursday" "This stock award vests over a period of N years." "102"
"103" "Personal Finance & Money" "23" "71252" "1475255013" "sir_thursday" "I'm trying to determine how much I should value this, and have a few questions below:" "103"
"104" "Personal Finance & Money" "23" "71252" "1475255013" "sir_thursday" "Is a \"stock award\" essentially the same as a \"stock grant\"?" "104"
"105" "Personal Finance & Money" "23" "71252" "1475255013" "sir_thursday" "I'm not sure how taxes play into this award, what should I be cognizant of/what should I ask my recruiter?" "105"
"106" "Personal Finance & Money" "23" "71252" "1475255013" "sir_thursday" "Suppose the award vests evenly over 4 years, with 1 year cliffs, and suppose the value of the award if $100K." "106"
"107" "Personal Finance & Money" "23" "71252" "1475255013" "sir_thursday" "Would the following calculation be correct?" "107"
"108" "Personal Finance & Money" "23" "71252" "1475255013" "sir_thursday" "The total number of shares received at the Y1 cliff is equal to: $25K / [stock price at Y1]." "108"
"109" "Personal Finance & Money" "23" "71252" "1475255013" "sir_thursday" "At Y2, I would receive an additional $25K / [stock price at Y2] shares." "109"
"110" "Personal Finance & Money" "23" "71252" "1475255013" "sir_thursday" "Note, I am ignoring taxes for the moment, as well as any discount I receive when purchasing company stock." "110"
"111" "Personal Finance & Money" "23" "71252" "1475255013" "sir_thursday" "In a negotiation with another company, can I count the entire $XXX stock award towards my \"year one compensation\", or would it be more accurate to only count $XXX/[vesting period] towards my year one comp?" "111"
"112" "Personal Finance & Money" "23" "71252" "1475255013" "sir_thursday" "Thanks for your help." "112"
"113" "Personal Finance & Money" "24" "71250" "1475254537" "Ben Miller" "From this  question here I understand what a mutual fund is." "113"
"114" "Personal Finance & Money" "24" "71250" "1475254537" "Ben Miller" "From the best answer selected, I can understand what a mutual fund is." "114"
"115" "Personal Finance & Money" "24" "71250" "1475254537" "Ben Miller" "Having read this, I can understand the definition of a ETF." "115"
"116" "Personal Finance & Money" "24" "71250" "1475254537" "Ben Miller" "Looking at something like the  JP Morgan Emerging Markets Equity Fund which is a mutual fund." "116"
"117" "Personal Finance & Money" "24" "71250" "1475254537" "Ben Miller" "Is this also an ETF?" "117"
"118" "Personal Finance & Money" "24" "71250" "1475254537" "Ben Miller" "Can a mutual fund also be an ETF?" "118"
"119" "Personal Finance & Money" "25" "71242" "1475227120" "JB King" "Consider a fund like this one: Fidelity® Government Cash Reserves(FDRXX)" "119"
"120" "Personal Finance & Money" "25" "71242" "1475227120" "JB King" "It says it has as of Sep 2016 - 0.05% as  1 year annual return" "120"
"121" "Personal Finance & Money" "25" "71242" "1475227120" "JB King" "However - the expense ratio is 0.37%." "121"
"122" "Personal Finance & Money" "25" "71242" "1475227120" "JB King" "Does that mean that I am losing money owning this fund?" "122"
"123" "Personal Finance & Money" "25" "71242" "1475227120" "JB King" "It does not looks so from my statements." "123"
"124" "Personal Finance & Money" "25" "71242" "1475227120" "JB King" "It went up in 2016 by $0.92" "124"
"125" "Personal Finance & Money" "25" "71242" "1475227120" "JB King" "What am I missing?" "125"
"126" "Personal Finance & Money" "25" "71242" "1475227120" "JB King" "Did the fund make truly 0.42% and only tells me the after expense yield?" "126"
"127" "Personal Finance & Money" "25" "71242" "1475227120" "JB King" "What if the fund makes no profit to even cover the expense ratio?" "127"
"128" "Personal Finance & Money" "25" "71242" "1475227120" "JB King" "Will it go negative or just give up paying their manager?" "128"
"129" "Personal Finance & Money" "26" "71241" "1475223390" "Chris W. Rea" "I used to live in the US." "129"
"130" "Personal Finance & Money" "26" "71241" "1475223390" "Chris W. Rea" "I filed in my tax returns, then I had to move out of the country, closed my bank account and everything." "130"
"131" "Personal Finance & Money" "26" "71241" "1475223390" "Chris W. Rea" "Now, my ex-roommate received my IRS check." "131"
"132" "Personal Finance & Money" "26" "71241" "1475223390" "Chris W. Rea" "I was wondering, how can I process this check?" "132"
"133" "Personal Finance & Money" "26" "71241" "1475223390" "Chris W. Rea" "Can I allow my ex roommate to process the check on my behalf?" "133"
"134" "Personal Finance & Money" "26" "71241" "1475223390" "Chris W. Rea" "If yes, how?" "134"
"135" "Personal Finance & Money" "26" "71241" "1475223390" "Chris W. Rea" "If not, should I ask her to ship it to me? Can I process it outside the US?" "135"
"136" "Personal Finance & Money" "27" "71239" "1475207698" "Chris W. Rea" "I'm terrible at managing my money." "136"
"137" "Personal Finance & Money" "27" "71239" "1475207698" "Chris W. Rea" "This is likely the cause for this entire issue." "137"
"138" "Personal Finance & Money" "27" "71239" "1475207698" "Chris W. Rea" "I'm being moved from a bi-weekly (1st and 15th of the month) pay schedule, to a weekly pay schedule." "138"
"139" "Personal Finance & Money" "27" "71239" "1475207698" "Chris W. Rea" "At the same time, I am receiving a pay increase of 30%." "139"
"140" "Personal Finance & Money" "27" "71239" "1475207698" "Chris W. Rea" "My previous plan, which had been working quite well, was to pay my rent (due on the 1st of the month) from the paycheck on the 15th of the month before (so on Jan 15 I would pay my Feb 1st rent), and I would pay the remainder of my bills on the first of that month (Utilities, car payment, student loans etc. for Feb would be paid on Feb 1)." "140"
"141" "Personal Finance & Money" "27" "71239" "1475207698" "Chris W. Rea" "Moving over to this new pay schedule, I'm worried that I will end up falling behind on my payments, because \"I'll just get another paycheck next week\" ad infinitum, as well as the fact that I'll have a lot (30%) more in my paycheck than I have experience with." "141"
"142" "Personal Finance & Money" "27" "71239" "1475207698" "Chris W. Rea" "What things can I do, or strategies can I adopt to ensure that this doesn't become a problem?" "142"
"143" "Personal Finance & Money" "27" "71239" "1475207698" "Chris W. Rea" "(I couldn't find a personal-finance tag)." "143"
"144" "Personal Finance & Money" "28" "71236" "1475198850" "THPat" "I am in the process of setting up an account with the stock broker 'Degiro'." "144"
"145" "Personal Finance & Money" "28" "71236" "1475198850" "THPat" "In order to set up an account for a minor (currently 17 years old) they require it to be opened as a joint account, with the minor being the main account holder and the adult being the joint holder (legal representative)." "145"
"146" "Personal Finance & Money" "28" "71236" "1475198850" "THPat" "All of the funds for the account would be from the minor and any profits would be going to the minor's bank account." "146"
"147" "Personal Finance & Money" "28" "71236" "1475198850" "THPat" "Would I be correct in assuming that any capital gains tax and income tax would be paid by the minor, and would not affect the adult's tax standing?" "147"
"148" "Personal Finance & Money" "28" "71236" "1475198850" "THPat" "To be clear, the joint account holder's account details would never be provided to the broker and any money would be from the minor's bank account." "148"
"149" "Personal Finance & Money" "28" "71236" "1475198850" "THPat" "I've posted a copy of the agreement." "149"
"150" "Personal Finance & Money" "28" "71236" "1475198850" "THPat" "Agreement page 1" "150"
"151" "Personal Finance & Money" "28" "71236" "1475198850" "THPat" "Agreement page 2" "151"
"152" "Personal Finance & Money" "4" "71234" "1475385582" "mkennedy" "My niece, in Maryland, is soon to be married to a twice-divorced man who owns his own home and is still paying a mortgage." "152"
"153" "Personal Finance & Money" "4" "71234" "1475385582" "mkennedy" "My niece, who has been divorced once, has two children and lives in a home where her ex-husband and she pay the mortgage." "153"
"154" "Personal Finance & Money" "4" "71234" "1475385582" "mkennedy" "The house is in her ex-husband's name, and he is on the mortgage deed and pays the EMI." "154"
"155" "Personal Finance & Money" "4" "71234" "1475385582" "mkennedy" "My niece gives him her share as half the EMI." "155"
"156" "Personal Finance & Money" "4" "71234" "1475385582" "mkennedy" "One option my niece is looking at is to continue to stay in her current house, and her would-be husband would move in." "156"
"157" "Personal Finance & Money" "4" "71234" "1475385582" "mkennedy" "I don't know how it would work if the new husband would move into her house while her ex-husband is still on the mortgage." "157"
"158" "Personal Finance & Money" "4" "71234" "1475385582" "mkennedy" "(He left the family, and she got the house to live in.)" "158"
"159" "Personal Finance & Money" "4" "71234" "1475385582" "mkennedy" "The other option: Her would-be husband is persuading her to move into his home, saying the rooms are bigger, etc." "159"
"160" "Personal Finance & Money" "4" "71234" "1475385582" "mkennedy" "Questions:" "160"
"161" "Personal Finance & Money" "4" "71234" "1475385582" "mkennedy" "If she would move into the new husband's home, what precautions should she take?" "161"
"162" "Personal Finance & Money" "4" "71234" "1475385582" "mkennedy" "Should she insist that he put her" "162"
"163" "Personal Finance & Money" "4" "71234" "1475385582" "mkennedy" "name on the mortgage and the house deed?" "163"
"164" "Personal Finance & Money" "4" "71234" "1475385582" "mkennedy" "Is it true that you don't need to add your name to a mortgage loan or house deed as it's considered community property and both [my niece and her ex-husband] are entitled to it?" "164"
"165" "Personal Finance & Money" "4" "71234" "1475385582" "mkennedy" "Is it advisable for my niece to stay in her current home to keep the possession of house as she is not on deed?" "165"
"166" "Personal Finance & Money" "4" "71234" "1475385582" "mkennedy" "The worry is if things go wrong for my niece with her would-be husband, she may not be left with a place to stay." "166"
"167" "Personal Finance & Money" "4" "71234" "1475385582" "mkennedy" "I just want her to protect her interests, especially from someone who has been divorced two times." "167"
"168" "Personal Finance & Money" "4" "71234" "1475385582" "mkennedy" "Should she seek legal advice before she makes this decision, and is her would-be husband pressuring her for the wrong reasons?" "168"
"169" "Personal Finance & Money" "29" "71230" "1475194295" "RCarpenter" "So, in my journey to get to where I am today, I spent a good 7 years getting a Master's degree." "169"
"170" "Personal Finance & Money" "29" "71230" "1475194295" "RCarpenter" "This, of course, led me down the path of student loans." "170"
"171" "Personal Finance & Money" "29" "71230" "1475194295" "RCarpenter" "Currently I sit at just over 100k in student loan debt, and I'm not sure how to tackle it." "171"
"172" "Personal Finance & Money" "29" "71230" "1475194295" "RCarpenter" "My salary, for the moment, is 54k before taxes, which could change in the next few months by plus or minus about 3k, due to moving from contract to being hired into my company." "172"
"173" "Personal Finance & Money" "29" "71230" "1475194295" "RCarpenter" "Current monthly expenses:" "173"
"174" "Personal Finance & Money" "29" "71230" "1475194295" "RCarpenter" "Rent/Utilities: 575" "174"
"175" "Personal Finance & Money" "29" "71230" "1475194295" "RCarpenter" "Gas/Commute: 200" "175"
"176" "Personal Finance & Money" "29" "71230" "1475194295" "RCarpenter" "Groceries: 350" "176"
"177" "Personal Finance & Money" "29" "71230" "1475194295" "RCarpenter" "Car Payment: 220" "177"
"178" "Personal Finance & Money" "29" "71230" "1475194295" "RCarpenter" "Personal Loan: 200" "178"
"179" "Personal Finance & Money" "29" "71230" "1475194295" "RCarpenter" "Various Other: ~120" "179"
"180" "Personal Finance & Money" "29" "71230" "1475194295" "RCarpenter" "The problem is I have no bearing as to how I should handle my student loans." "180"
"181" "Personal Finance & Money" "29" "71230" "1475194295" "RCarpenter" "Currently I have consolidated them into a single loan, and the repayment option I was considering is known as REPAYE, as in the worst case scenario it offers forgiveness after 25 years for Graduate School debt." "181"
"182" "Personal Finance & Money" "29" "71230" "1475194295" "RCarpenter" "I'm not really sure what the best option for me is and would love to have some advice on the matter." "182"
"183" "Personal Finance & Money" "29" "71230" "1475194295" "RCarpenter" "Like what should I pay on the loan per month, and is it worth looking into the 25 years of debt for forgiveness?" "183"
"184" "Personal Finance & Money" "30" "71228" "1475193214" "Shweta Parihar" "For a USA registered company, is it required to setup Indian subsidiary or branch if they want to deal with clients in India." "184"
"185" "Personal Finance & Money" "31" "71225" "1475191779" "Ben Miller" "From Investopedia I understand that a mutual fund is a pool of funds used to invest in various assets." "185"
"186" "Personal Finance & Money" "31" "71225" "1475191779" "Ben Miller" "I am struggling to understand what it is." "186"
"187" "Personal Finance & Money" "31" "71225" "1475191779" "Ben Miller" "I wouldn't be able to spot a mutual fund based on this definition." "187"
"188" "Personal Finance & Money" "31" "71225" "1475191779" "Ben Miller" "As an example, is the JPMorgan Emerging Markets Equity Fund an example of a mutual fund?" "188"
"189" "Personal Finance & Money" "32" "71218" "1475182536" "Szmagpie" "I have been researching personal finance tools, and while I was disappointed that many US apps do not support UK users/banks, the best I have found has been Money Dashboard, and I would like to try this out." "189"
"190" "Personal Finance & Money" "32" "71218" "1475182536" "Szmagpie" "While I am content with Money Dashboard's security, it doesn't seem to be okay from my bank's point of view; and unlike some of its competitors, Money Dashboard does not seem to allow for importing of .csv" "190"
"191" "Personal Finance & Money" "32" "71218" "1475182536" "Szmagpie" "files." "191"
"192" "Personal Finance & Money" "32" "71218" "1475182536" "Szmagpie" "I have accounts with TSB and HSBC." "192"
"193" "Personal Finance & Money" "32" "71218" "1475182536" "Szmagpie" "Researching on the internet didn't give me much information, aside from a tweet from January 2015, saying that giving away the login details to a third party would be 'in breach of [TSB's] Internet Banking Terms and Conditions'." "193"
"194" "Personal Finance & Money" "32" "71218" "1475182536" "Szmagpie" "I will assume this is still the case, although I am not experienced in translating the legal jargon I found in the terms." "194"
"195" "Personal Finance & Money" "32" "71218" "1475182536" "Szmagpie" "What are the consequences of being in breach of the terms and conditions?" "195"
"196" "Personal Finance & Money" "32" "71218" "1475182536" "Szmagpie" "I have not seen anyone complain about TSB chasing them on this point, but maybe to simply ignore this is reckless?" "196"
"197" "Personal Finance & Money" "32" "71218" "1475182536" "Szmagpie" "Will it invalidate any of TSB's fraud protection, etc.?" "197"
"198" "Personal Finance & Money" "32" "71218" "1475182536" "Szmagpie" "Thanks!" "198"
"199" "Personal Finance & Money" "33" "71216" "1475182199" "Tor Klingberg" "I have learnt a bit about the history of building societies in the UK, but what are their advantages and disadvantages compared to banks today?" "199"
"200" "Personal Finance & Money" "33" "71216" "1475182199" "Tor Klingberg" "I get the impressions that they may be willing to issue mortgages with smaller deposits, but may take longer to make a decision." "200"
"201" "Personal Finance & Money" "33" "71216" "1475182199" "Tor Klingberg" "Is that wrong?" "201"
"202" "Personal Finance & Money" "34" "71214" "1475181157" "horse hair" "They've already given me a card, which I pay off every month." "202"
"203" "Personal Finance & Money" "34" "71214" "1475181157" "horse hair" "Why are they interested in how much I make?" "203"
"204" "Personal Finance & Money" "35" "71212" "1475176888" "user48975" "Are there additional taxes for receiving gifts (under $100,000) from abroad?" "204"
"205" "Personal Finance & Money" "35" "71212" "1475176888" "user48975" "My uncles (in the source country) and my mother (in Canada) inherited some real estate in the source country." "205"
